employee_id,job_type,invoice_amount,material_costs,request_date,start_date,completion_date,customer_id,customer_type,customer_postal_code,customer_satisfaction,employee_experience
j_2fe79,lawn_treatment,530,215,9/18/2022,10/11/2022,10/12/2022,c_12b296,residential,A1H,5,3
j_40b44a,basic_lawncare,530,130,3/11/2022,4/4/2022,4/5/2022,c_3aa0f9,commercial,A1M,10,4
j_c7795,basic_lawncare,621,133,3/11/2022,4/26/2022,4/26/2022,c_3aa0f9,commercial,A1M,7,2
j_a14bd,spring_cleanup,720,172,5/4/2022,5/9/2022,5/10/2022,c_3aa0f9,commercial,A1M,4,6
j_4f6cd2,basic_lawncare,598,129,3/11/2022,5/17/2022,5/17/2022,c_3aa0f9,commercial,A1M,10,4
j_489a3c,basic_lawncare,609.5,134,3/11/2022,5/17/2022,5/17/2022,c_3aa0f9,commercial,A1M,5,2
j_24fbe2,basic_lawncare,609.5,129,3/11/2022,5/17/2022,5/18/2022,c_3aa0f9,commercial,A1M,9,4
j_3cadeb,basic_lawncare,609.5,130,3/11/2022,6/8/2022,6/8/2022,c_3aa0f9,commercial,A1M,8,6
j_1201f0,basic_lawncare,609.5,131,3/11/2022,6/8/2022,6/8/2022,c_3aa0f9,commercial,A1M,8,4
j_84ba1b,basic_lawncare,598,125,3/11/2022,6/8/2022,6/9/2022,c_3aa0f9,commercial,A1M,8,2
j_51b80f,basic_lawncare,598,128,3/11/2022,6/30/2022,6/30/2022,c_3aa0f9,commercial,A1M,10,2
j_af495,basic_lawncare,586.5,128,3/11/2022,6/30/2022,7/1/2022,c_3aa0f9,commercial,A1M,10,3
j_1a1496,basic_lawncare,609.5,130,3/11/2022,6/30/2022,7/1/2022,c_3aa0f9,commercial,A1M,5,5
j_4379a3,complete_lawncare,1000,306,7/13/2022,8/12/2022,8/12/2022,c_3aa0f9,commercial,A1M,9,4
j_4cfca2,lawn_treatment,920,300,7/23/2022,8/25/2022,8/26/2022,c_3aa0f9,commercial,A1M,6,6
j_11a78a,tree_pruning,510,122,8/12/2022,9/14/2022,9/15/2022,c_3aa0f9,commercial,A1M,6,4
j_32f2a6,garden_beds,920,289,9/6/2022,10/5/2022,10/6/2022,c_3aa0f9,commercial,A1M,2,3
j_57b8ae,fall_planting,1030,340,9/15/2022,10/9/2022,10/10/2022,c_3aa0f9,commercial,A1M,8,2
j_2ddd1e,install_new_lawn,600,534,3/11/2022,4/4/2022,4/5/2022,c_18e249,commercial,A1C,3,6
j_7f8104,tree_pruning,160,46,5/10/2022,5/17/2022,5/18/2022,c_18e249,commercial,A1C,7,5
j_89922d,spring_cleanup,220,65,5/16/2022,5/25/2022,5/26/2022,c_18e249,commercial,A1C,6,2
j_1b6d2c,garden_beds,250,109,7/30/2022,9/2/2022,9/3/2022,c_18e249,commercial,A1C,6,1
j_7d76f7,garden_beds,260,110,8/16/2022,9/18/2022,9/19/2022,c_18e249,commercial,A1C,5,3
j_6ac0b7,tree_pruning,160,45,10/21/2022,10/24/2022,10/25/2022,c_18e249,commercial,A1C,5,4
j_1d3c1d,spring_cleanup,490,125,3/12/2022,4/4/2022,4/5/2022,c_53a9f1,residential,A1A,9,1
j_9309e,basic_lawncare,360,97,4/5/2022,4/15/2022,4/15/2022,c_53a9f1,residential,A1A,5,4
j_723a27,tree_pruning,350,86,4/15/2022,4/21/2022,4/22/2022,c_53a9f1,residential,A1A,3,5
j_285341,tree_pruning,360,96,8/6/2022,9/8/2022,9/8/2022,c_53a9f1,residential,A1A,6,1
j_88863e,garden_landscaping,1560,550,8/27/2022,9/29/2022,10/1/2022,c_53a9f1,residential,A1A,10,2
j_3ce972,garden_landscaping,1300,491,3/8/2022,4/4/2022,4/6/2022,c_2e1dd1,residential,A1H,5,4
j_111595,lawn_treatment,500,206,6/22/2022,7/12/2022,7/13/2022,c_2e1dd1,residential,A1H,3,1
j_4e2110,garden_beds,510,196,6/28/2022,7/21/2022,7/22/2022,c_2e1dd1,residential,A1H,10,5
j_5cce2,basic_lawncare,290,85,7/15/2022,8/15/2022,8/16/2022,c_2e1dd1,residential,A1H,8,1
j_9023d9,basic_lawncare,300,88,8/22/2022,9/22/2022,9/22/2022,c_2e1dd1,residential,A1H,8,2
j_2be44f,garden_landscaping,1340,510,9/20/2022,10/11/2022,10/13/2022,c_2e1dd1,residential,A1H,8,1
j_94552e,tree_pruning,340,84,3/15/2022,4/6/2022,4/6/2022,c_619851,commercial,A1E,6,3
j_88f6ca,install_new_lawn,1720,1047,4/12/2022,4/19/2022,4/20/2022,c_619851,commercial,A1E,7,4
j_41e2f8,garden_beds,610,210,8/2/2022,9/5/2022,9/5/2022,c_619851,commercial,A1E,6,4
j_4776df,tree_pruning,340,89,8/6/2022,9/8/2022,9/8/2022,c_619851,commercial,A1E,8,4
j_3753f8,basic_lawncare,350,91,8/15/2022,9/18/2022,9/18/2022,c_619851,commercial,A1E,6,1
j_252ab6,garden_beds,580,195,8/31/2022,10/3/2022,10/4/2022,c_619851,commercial,A1E,8,4
j_8d9afe,garden_landscaping,1260,438,3/12/2022,4/4/2022,4/7/2022,c_56c32d,residential,A1E,5,4
j_3dacd6,fall_planting,570,214,9/10/2022,10/6/2022,10/8/2022,c_56c32d,residential,A1E,10,5
j_7d0c38,fall_planting,550,209,10/25/2022,10/25/2022,10/26/2022,c_56c32d,residential,A1E,10,1
j_7abbd1,spring_cleanup,600,142,3/12/2022,4/6/2022,4/7/2022,c_610ef4,commercial,A1A,8,5
j_504d43,install_new_lawn,2420,1278,4/11/2022,4/19/2022,4/20/2022,c_610ef4,commercial,A1A,8,4
j_8649b7,garden_beds,830,258,5/29/2022,6/8/2022,6/9/2022,c_610ef4,commercial,A1A,4,2
j_6857b4,tree_pruning,440,103,6/20/2022,7/11/2022,7/12/2022,c_610ef4,commercial,A1A,5,5
j_55eded,garden_beds,820,257,7/16/2022,8/15/2022,8/16/2022,c_610ef4,commercial,A1A,7,1
j_3fda74,tree_pruning,450,103,9/10/2022,10/6/2022,10/7/2022,c_610ef4,commercial,A1A,8,4
j_4b52ae,basic_lawncare,340,94,3/12/2022,4/6/2022,4/7/2022,c_58427a,residential,A1H,10,5
j_47c0e2,basic_lawncare,402.5,95,3/12/2022,4/28/2022,4/28/2022,c_58427a,residential,A1H,3,3
j_2e7c53,basic_lawncare,391,93,3/12/2022,5/19/2022,5/19/2022,c_58427a,residential,A1H,10,1
j_5bf281,basic_lawncare,402.5,99,3/12/2022,5/19/2022,5/20/2022,c_58427a,residential,A1H,9,3
j_5b6b97,basic_lawncare,402.5,99,3/12/2022,5/19/2022,5/20/2022,c_58427a,residential,A1H,4,1
j_41aa31,basic_lawncare,391,94,3/12/2022,6/10/2022,6/11/2022,c_58427a,residential,A1H,7,4
j_2239ef,basic_lawncare,402.5,97,3/12/2022,6/10/2022,6/11/2022,c_58427a,residential,A1H,5,2
j_2654c4,basic_lawncare,402.5,95,3/12/2022,7/2/2022,7/3/2022,c_58427a,residential,A1H,9,3
j_863c55,basic_lawncare,402.5,94,3/12/2022,7/25/2022,7/26/2022,c_58427a,residential,A1H,9,3
j_5adc5b,basic_lawncare,414,100,3/12/2022,7/25/2022,7/26/2022,c_58427a,residential,A1H,8,2
j_1a5703,basic_lawncare,402.5,93,3/12/2022,7/25/2022,7/26/2022,c_58427a,residential,A1H,10,2
j_292771,basic_lawncare,340,97,8/21/2022,9/21/2022,9/21/2022,c_58427a,residential,A1H,10,6
j_78f745,install_new_lawn,1320,902,3/12/2022,4/6/2022,4/7/2022,c_8474df,residential,A1B,10,4
j_802c02,basic_lawncare,280,80,7/9/2022,8/7/2022,8/7/2022,c_8474df,residential,A1B,8,4
j_bc44c,tree_pruning,280,78,8/23/2022,9/26/2022,9/26/2022,c_8474df,residential,A1B,10,4
j_713ea9,complete_lawncare,710,233,3/12/2022,4/6/2022,4/7/2022,c_47b884,commercial,A1N,5,4
j_d7583,spring_cleanup,520,131,3/20/2022,4/9/2022,4/10/2022,c_47b884,commercial,A1N,6,5
j_1ae72,complete_lawncare,816.5,232,3/12/2022,4/28/2022,4/28/2022,c_47b884,commercial,A1N,5,3
j_614af8,complete_lawncare,793.5,225,3/12/2022,4/28/2022,4/28/2022,c_47b884,commercial,A1N,10,2
j_530719,complete_lawncare,828,233,3/12/2022,5/19/2022,5/19/2022,c_47b884,commercial,A1N,7,4
j_20abd7,complete_lawncare,839.5,237,3/12/2022,5/19/2022,5/20/2022,c_47b884,commercial,A1N,6,2
j_64222b,complete_lawncare,816.5,236,3/12/2022,6/10/2022,6/11/2022,c_47b884,commercial,A1N,5,4
j_8e811,complete_lawncare,862.5,246,3/12/2022,6/10/2022,6/11/2022,c_47b884,commercial,A1N,10,6
j_4c82d6,complete_lawncare,828,242,3/12/2022,6/10/2022,6/11/2022,c_47b884,commercial,A1N,8,2
j_625298,complete_lawncare,828,237,3/12/2022,7/3/2022,7/3/2022,c_47b884,commercial,A1N,8,6
j_6c59d7,complete_lawncare,839.5,242,3/12/2022,7/3/2022,7/4/2022,c_47b884,commercial,A1N,3,4
j_5beaf5,complete_lawncare,839.5,243,3/12/2022,7/25/2022,7/26/2022,c_47b884,commercial,A1N,10,1
j_8416c3,complete_lawncare,720,247,6/23/2022,7/25/2022,7/26/2022,c_47b884,commercial,A1N,9,6
j_ac781,install_new_lawn,1920,1125,7/21/2022,8/23/2022,8/24/2022,c_47b884,commercial,A1N,10,3
j_2e201,garden_beds,640,214,7/28/2022,8/30/2022,9/1/2022,c_47b884,commercial,A1N,10,5
j_84edde,tree_pruning,370,94,8/4/2022,9/6/2022,9/7/2022,c_47b884,commercial,A1N,8,3
j_521df2,retaining_wall,2260,1318,8/17/2022,9/18/2022,9/21/2022,c_47b884,commercial,A1N,2,3
j_604a61,basic_lawncare,380,102,8/23/2022,9/26/2022,9/27/2022,c_47b884,commercial,A1N,8,2
j_6a3a99,complete_lawncare,730,238,9/15/2022,10/19/2022,10/20/2022,c_47b884,commercial,A1N,10,3
j_66a614,basic_lawncare,300,86,3/12/2022,4/6/2022,4/7/2022,c_5e0379,residential,A1B,8,1
j_3b1f3d,basic_lawncare,345,79,3/12/2022,4/28/2022,4/28/2022,c_5e0379,residential,A1B,7,3
j_8420ef,basic_lawncare,345,81,3/12/2022,4/28/2022,4/29/2022,c_5e0379,residential,A1B,5,2
j_6c6bda,garden_landscaping,1290,473,4/28/2022,5/4/2022,5/5/2022,c_5e0379,residential,A1B,9,5
j_5f16a4,basic_lawncare,345,84,3/12/2022,5/20/2022,5/20/2022,c_5e0379,residential,A1B,4,6
j_67fa19,basic_lawncare,345,83,3/12/2022,5/20/2022,5/20/2022,c_5e0379,residential,A1B,10,1
j_b46e6,basic_lawncare,356.5,87,3/12/2022,5/20/2022,5/20/2022,c_5e0379,residential,A1B,6,1
j_ed62c,basic_lawncare,345,82,3/12/2022,6/10/2022,6/11/2022,c_5e0379,residential,A1B,7,1
j_388551,basic_lawncare,333.5,81,3/12/2022,7/2/2022,7/2/2022,c_5e0379,residential,A1B,4,1
j_8be740,basic_lawncare,356.5,82,3/12/2022,7/23/2022,7/24/2022,c_5e0379,residential,A1B,5,6
j_63a30c,basic_lawncare,345,85,3/12/2022,8/14/2022,8/14/2022,c_5e0379,residential,A1B,8,2
j_594439,basic_lawncare,345,83,3/12/2022,8/14/2022,8/14/2022,c_5e0379,residential,A1B,4,5
j_60879d,basic_lawncare,300,84,6/27/2022,8/14/2022,8/14/2022,c_5e0379,residential,A1B,10,4
j_69cc8f,basic_lawncare,300,83,6/29/2022,8/14/2022,8/14/2022,c_5e0379,residential,A1B,4,6
j_255b74,basic_lawncare,290,81,7/12/2022,8/14/2022,8/14/2022,c_5e0379,residential,A1B,6,1
j_5a847b,complete_lawncare,560,196,9/13/2022,10/7/2022,10/7/2022,c_5e0379,residential,A1B,10,4
j_85b18d,spring_cleanup,390,103,3/13/2022,4/6/2022,4/7/2022,c_3ee275,residential,A1E,9,6
j_8eb24c,complete_lawncare,520,186,5/1/2022,5/6/2022,5/7/2022,c_3ee275,residential,A1E,5,2
j_78318f,retaining_wall,2030,1044,5/9/2022,5/15/2022,5/17/2022,c_3ee275,residential,A1E,1,4
j_23b9f5,tree_pruning,270,72,5/12/2022,5/18/2022,5/19/2022,c_3ee275,residential,A1E,5,6
j_1ee7fb,basic_lawncare,280,80,6/1/2022,6/12/2022,6/12/2022,c_3ee275,residential,A1E,4,6
j_300d6,garden_beds,460,169,6/9/2022,6/20/2022,6/21/2022,c_3ee275,residential,A1E,6,6
j_83ee31,garden_beds,470,175,6/19/2022,7/8/2022,7/9/2022,c_3ee275,residential,A1E,8,2
j_b82f9,garden_beds,470,173,6/26/2022,7/19/2022,7/20/2022,c_3ee275,residential,A1E,9,3
j_41b5ef,install_new_lawn,1260,857,8/6/2022,9/8/2022,9/9/2022,c_3ee275,residential,A1E,10,2
j_1e362c,water_feature,3900,1662,8/17/2022,9/19/2022,9/23/2022,c_3ee275,residential,A1E,8,4
j_8a2bea,complete_lawncare,520,189,10/8/2022,10/17/2022,10/18/2022,c_3ee275,residential,A1E,6,4
j_72f1f2,spring_cleanup,530,136,3/14/2022,4/6/2022,4/7/2022,c_58df10,commercial,A1N,10,5
j_2d44db,garden_beds,690,231,6/2/2022,6/13/2022,6/14/2022,c_58df10,commercial,A1N,10,5
j_708983,garden_beds,690,229,6/26/2022,7/18/2022,7/20/2022,c_58df10,commercial,A1N,9,1
j_3dfd31,install_new_lawn,2110,1239,7/25/2022,8/28/2022,8/28/2022,c_58df10,commercial,A1N,5,4
j_97afb0,garden_beds,690,230,7/29/2022,8/31/2022,9/1/2022,c_58df10,commercial,A1N,9,1
j_6bdcd,basic_lawncare,390,105,10/30/2022,10/30/2022,10/30/2022,c_58df10,commercial,A1N,5,6
j_6bf23,spring_cleanup,530,133,3/13/2022,4/6/2022,4/8/2022,c_64d10f,commercial,A1N,3,4
j_6c6192,install_new_lawn,1960,1170,4/7/2022,4/18/2022,4/19/2022,c_64d10f,commercial,A1N,7,2
j_66dce,basic_lawncare,380,99,4/23/2022,4/29/2022,4/29/2022,c_64d10f,commercial,A1N,7,3
j_25e4c4,garden_landscaping,1590,535,5/26/2022,6/3/2022,6/5/2022,c_64d10f,commercial,A1N,2,3
j_4e6c06,complete_lawncare,720,229,6/17/2022,7/6/2022,7/7/2022,c_64d10f,commercial,A1N,6,5
j_4436a6,garden_beds,660,222,7/9/2022,8/5/2022,8/6/2022,c_64d10f,commercial,A1N,8,6
j_f3e8b,install_new_lawn,1920,1129,7/23/2022,8/25/2022,8/26/2022,c_64d10f,commercial,A1N,10,2
j_681581,garden_beds,670,231,7/27/2022,8/30/2022,8/31/2022,c_64d10f,commercial,A1N,10,5
j_55f69f,garden_beds,650,220,7/29/2022,8/31/2022,9/1/2022,c_64d10f,commercial,A1N,8,1
j_5afdf8,lawn_treatment,1070,334,3/15/2022,4/6/2022,4/8/2022,c_8d046b,commercial,A1M,6,1
j_1aa539,spring_cleanup,830,188,4/14/2022,4/20/2022,4/21/2022,c_8d046b,commercial,A1M,5,1
j_6b9d1a,spring_cleanup,850,194,5/17/2022,5/26/2022,5/27/2022,c_8d046b,commercial,A1M,8,6
j_14c71a,lawn_treatment,1110,352,7/1/2022,7/27/2022,7/30/2022,c_8d046b,commercial,A1M,8,2
j_8d7249,basic_lawncare,630,152,7/16/2022,8/15/2022,8/16/2022,c_8d046b,commercial,A1M,10,2
j_821666,garden_beds,1130,326,8/1/2022,9/4/2022,9/5/2022,c_8d046b,commercial,A1M,10,4
j_5ba56e,garden_beds,1140,331,9/16/2022,10/9/2022,10/10/2022,c_8d046b,commercial,A1M,5,6
j_7e1bd7,install_new_lawn,1980,1173,3/16/2022,4/8/2022,4/8/2022,c_b4f91,commercial,A1H,8,5
j_550c59,tree_pruning,390,98,5/11/2022,5/17/2022,5/18/2022,c_b4f91,commercial,A1H,5,6
j_678a79,basic_lawncare,390,103,5/26/2022,6/3/2022,6/3/2022,c_b4f91,commercial,A1H,4,5
j_3f6eb5,complete_lawncare,780,268,9/26/2022,10/13/2022,10/13/2022,c_b4f91,commercial,A1H,4,6
j_2b79fd,tree_pruning,380,100,10/13/2022,10/20/2022,10/20/2022,c_b4f91,commercial,A1H,9,2
j_6204d,basic_lawncare,330,91,3/19/2022,4/8/2022,4/8/2022,c_41843,commercial,A1N,6,6
j_2e6a32,tree_pruning,320,86,3/29/2022,4/11/2022,4/11/2022,c_41843,commercial,A1N,10,6
j_af4e,basic_lawncare,391,96,3/19/2022,4/29/2022,4/29/2022,c_41843,commercial,A1N,5,6
j_655bea,basic_lawncare,379.5,91,3/19/2022,4/29/2022,4/29/2022,c_41843,commercial,A1N,6,1
j_5a49a4,spring_cleanup,450,112,4/27/2022,5/2/2022,5/2/2022,c_41843,commercial,A1N,4,1
j_f5561,basic_lawncare,379.5,91,3/19/2022,5/20/2022,5/20/2022,c_41843,commercial,A1N,8,2
j_84995a,basic_lawncare,379.5,91,3/19/2022,5/20/2022,5/20/2022,c_41843,commercial,A1N,7,1
j_624ab7,basic_lawncare,391,93,3/19/2022,5/20/2022,5/20/2022,c_41843,commercial,A1N,5,6
j_679d32,complete_lawncare,610,211,5/9/2022,5/20/2022,5/20/2022,c_41843,commercial,A1N,8,1
j_4b7001,basic_lawncare,379.5,95,3/19/2022,6/10/2022,6/10/2022,c_41843,commercial,A1N,5,3
j_915a99,basic_lawncare,379.5,90,3/19/2022,6/10/2022,6/10/2022,c_41843,commercial,A1N,10,5
j_13be32,basic_lawncare,379.5,95,3/19/2022,6/10/2022,6/11/2022,c_41843,commercial,A1N,8,5
j_8c61a3,basic_lawncare,379.5,90,3/19/2022,7/3/2022,7/3/2022,c_41843,commercial,A1N,7,6
j_1a2ccf,basic_lawncare,379.5,87,3/19/2022,7/3/2022,7/3/2022,c_41843,commercial,A1N,4,3
j_22ef4c,water_feature,4120,1850,6/16/2022,7/4/2022,7/7/2022,c_41843,commercial,A1N,1,6
j_723da1,complete_lawncare,610,204,7/7/2022,8/4/2022,8/4/2022,c_41843,commercial,A1N,7,4
j_83dfca,basic_lawncare,330,93,7/26/2022,8/29/2022,8/29/2022,c_41843,commercial,A1N,10,4
j_55367c,basic_lawncare,340,91,8/14/2022,9/19/2022,9/19/2022,c_41843,commercial,A1N,10,5
j_79047b,lawn_treatment,580,233,8/20/2022,9/20/2022,9/21/2022,c_41843,commercial,A1N,10,3
j_67afe2,spring_cleanup,230,68,3/16/2022,4/8/2022,4/9/2022,c_1b8543,commercial,A1C,6,1
j_3853e8,garden_landscaping,710,289,8/1/2022,9/4/2022,9/6/2022,c_1b8543,commercial,A1C,9,2
j_987ad2,basic_lawncare,170,50,9/25/2022,10/12/2022,10/12/2022,c_1b8543,commercial,A1C,5,6
j_39d0d,lawn_treatment,270,124,10/12/2022,10/20/2022,10/21/2022,c_1b8543,commercial,A1C,3,4
j_2d0a91,garden_landscaping,1310,464,3/17/2022,4/8/2022,4/9/2022,c_8b7ebc,commercial,A1E,10,6
j_102990,spring_cleanup,420,110,4/17/2022,4/22/2022,4/22/2022,c_8b7ebc,commercial,A1E,8,5
j_28ee76,install_new_lawn,1430,925,5/22/2022,6/1/2022,6/2/2022,c_8b7ebc,commercial,A1E,6,3
j_979b1,basic_lawncare,300,78,6/9/2022,6/21/2022,6/21/2022,c_8b7ebc,commercial,A1E,8,2
j_730ae8,garden_beds,530,191,7/2/2022,7/28/2022,7/29/2022,c_8b7ebc,commercial,A1E,6,1
j_10ccfe,water_feature,3940,1698,7/16/2022,8/15/2022,8/18/2022,c_8b7ebc,commercial,A1E,5,1
j_7c540f,water_feature,4040,1794,10/3/2022,10/16/2022,10/19/2022,c_8b7ebc,commercial,A1E,1,2
j_8fa864,fall_planting,580,222,10/10/2022,10/19/2022,10/20/2022,c_8b7ebc,commercial,A1E,7,3
j_3983ab,spring_cleanup,460,118,3/17/2022,4/8/2022,4/9/2022,c_68f491,residential,A1S,4,2
j_7e2abf,complete_lawncare,640,229,6/2/2022,6/14/2022,6/15/2022,c_68f491,residential,A1S,3,3
j_61111e,garden_beds,570,203,6/29/2022,7/25/2022,7/27/2022,c_68f491,residential,A1S,6,4
j_221648,retaining_wall,2190,1274,7/19/2022,8/22/2022,8/24/2022,c_68f491,residential,A1S,1,6
j_33a143,basic_lawncare,340,94,7/30/2022,9/1/2022,9/2/2022,c_68f491,residential,A1S,8,1
j_868ade,tree_pruning,330,91,8/27/2022,9/29/2022,9/30/2022,c_68f491,residential,A1S,10,1
j_6a5ba,basic_lawncare,420,111,3/17/2022,4/8/2022,4/9/2022,c_140ab5,commercial,A1N,10,4
j_146eff,tree_pruning,410,106,4/3/2022,4/14/2022,4/14/2022,c_140ab5,commercial,A1N,5,4
j_5f2d9f,garden_landscaping,1800,614,4/17/2022,4/22/2022,4/25/2022,c_140ab5,commercial,A1N,5,5
j_91bd21,spring_cleanup,580,144,4/20/2022,4/28/2022,4/29/2022,c_140ab5,commercial,A1N,10,3
j_3718f1,basic_lawncare,506,113,3/17/2022,4/30/2022,5/1/2022,c_140ab5,commercial,A1N,7,1
j_7d6648,basic_lawncare,483,109,3/17/2022,4/30/2022,5/1/2022,c_140ab5,commercial,A1N,9,5
j_8a1672,basic_lawncare,483,112,3/17/2022,5/22/2022,5/23/2022,c_140ab5,commercial,A1N,7,5
j_dc63e,basic_lawncare,483,106,3/17/2022,5/22/2022,5/23/2022,c_140ab5,commercial,A1N,8,1
j_916f1d,complete_lawncare,800,256,5/12/2022,6/13/2022,6/13/2022,c_140ab5,commercial,A1N,10,6
j_7dbc7b,basic_lawncare,483,109,3/17/2022,6/13/2022,6/14/2022,c_140ab5,commercial,A1N,9,5
j_595e43,basic_lawncare,483,109,3/17/2022,6/13/2022,6/14/2022,c_140ab5,commercial,A1N,7,6
j_57c9e3,basic_lawncare,494.5,112,3/17/2022,6/13/2022,6/14/2022,c_140ab5,commercial,A1N,5,3
j_aeee5,basic_lawncare,494.5,110,3/17/2022,6/13/2022,6/14/2022,c_140ab5,commercial,A1N,9,5
j_5136c6,basic_lawncare,483,111,3/17/2022,7/5/2022,7/5/2022,c_140ab5,commercial,A1N,9,5
j_8d9966,basic_lawncare,471.5,106,3/17/2022,7/5/2022,7/6/2022,c_140ab5,commercial,A1N,9,1
j_1f354,tree_pruning,430,105,6/23/2022,7/12/2022,7/13/2022,c_140ab5,commercial,A1N,5,5
j_8cf9f9,garden_landscaping,1780,602,7/18/2022,8/19/2022,8/22/2022,c_140ab5,commercial,A1N,6,2
j_5d4f67,basic_lawncare,430,110,8/20/2022,9/20/2022,9/20/2022,c_140ab5,commercial,A1N,9,4
j_566f8e,tree_pruning,420,105,8/24/2022,9/27/2022,9/27/2022,c_140ab5,commercial,A1N,10,5
j_550881,tree_pruning,440,114,3/19/2022,4/8/2022,4/9/2022,c_593870,residential,A1K,4,5
j_77e41d,basic_lawncare,450,122,4/6/2022,4/17/2022,4/18/2022,c_593870,residential,A1K,3,6
j_63b56c,basic_lawncare,450,113,5/25/2022,6/2/2022,6/3/2022,c_593870,residential,A1K,1,4
j_6ca5ee,tree_pruning,440,108,5/30/2022,6/9/2022,6/10/2022,c_593870,residential,A1K,8,4
j_396847,garden_beds,800,277,8/1/2022,9/4/2022,9/5/2022,c_593870,residential,A1K,10,4
j_28bb35,install_new_lawn,2290,1267,3/20/2022,4/9/2022,4/10/2022,c_6f05af,commercial,A1N,9,4
j_214c73,install_new_lawn,2240,1240,4/26/2022,5/2/2022,5/3/2022,c_6f05af,commercial,A1N,4,6
j_84cb5,water_feature,4640,2349,5/26/2022,6/4/2022,6/7/2022,c_6f05af,commercial,A1N,1,1
j_4243d1,garden_beds,780,259,7/24/2022,8/27/2022,8/27/2022,c_6f05af,commercial,A1N,9,1
j_2e3af4,complete_lawncare,830,255,8/15/2022,9/18/2022,9/18/2022,c_6f05af,commercial,A1N,9,2
j_270407,garden_beds,780,245,9/16/2022,10/10/2022,10/11/2022,c_6f05af,commercial,A1N,10,3
j_436042,tree_pruning,120,38,3/21/2022,4/9/2022,4/10/2022,c_51b9c9,residential,A1C,1,4
j_8271a1,basic_lawncare,120,39,6/7/2022,6/20/2022,6/21/2022,c_51b9c9,residential,A1C,1,5
j_ef4c1,tree_pruning,120,37,6/15/2022,7/3/2022,7/4/2022,c_51b9c9,residential,A1C,2,6
j_4b165f,retaining_wall,1420,519,6/21/2022,7/11/2022,7/13/2022,c_51b9c9,residential,A1C,3,6
j_649267,complete_lawncare,220,91,7/6/2022,8/3/2022,8/3/2022,c_51b9c9,residential,A1C,3,6
j_974107,garden_landscaping,490,217,7/30/2022,9/1/2022,9/3/2022,c_51b9c9,residential,A1C,5,6
j_78abb3,install_new_lawn,420,434,7/30/2022,9/2/2022,9/3/2022,c_51b9c9,residential,A1C,9,5
j_6842a0,lawn_treatment,180,92,8/9/2022,9/11/2022,9/13/2022,c_51b9c9,residential,A1C,7,1
j_98367a,garden_landscaping,490,223,8/21/2022,9/21/2022,9/23/2022,c_51b9c9,residential,A1C,4,1
j_498591,garden_landscaping,500,215,8/24/2022,9/27/2022,9/29/2022,c_51b9c9,residential,A1C,6,1
j_516d80,garden_landscaping,1240,448,3/21/2022,4/9/2022,4/11/2022,c_4c5e2b,residential,A1G,9,3
j_20ed5c,tree_pruning,280,78,4/25/2022,5/1/2022,5/1/2022,c_4c5e2b,residential,A1G,4,6
j_3e6b59,basic_lawncare,300,82,5/7/2022,5/11/2022,5/11/2022,c_4c5e2b,residential,A1G,6,3
j_2f32df,retaining_wall,2030,1084,5/12/2022,5/20/2022,5/22/2022,c_4c5e2b,residential,A1G,3,6
j_29662f,complete_lawncare,540,195,5/21/2022,6/1/2022,6/1/2022,c_4c5e2b,residential,A1G,7,1
j_e9f42,retaining_wall,1980,1035,6/27/2022,7/19/2022,7/21/2022,c_4c5e2b,residential,A1G,2,3
j_7a42e5,complete_lawncare,550,194,7/29/2022,8/31/2022,9/1/2022,c_4c5e2b,residential,A1G,9,6
j_42582d,retaining_wall,2170,1221,3/22/2022,4/9/2022,4/11/2022,c_1dadb9,residential,A1A,4,2
j_754f0e,tree_pruning,380,89,4/1/2022,4/13/2022,4/13/2022,c_1dadb9,residential,A1A,1,1
j_6450e9,tree_pruning,370,92,4/21/2022,4/28/2022,4/28/2022,c_1dadb9,residential,A1A,7,4
j_5022b,spring_cleanup,530,127,4/22/2022,4/29/2022,4/30/2022,c_1dadb9,residential,A1A,9,2
j_2452d0,complete_lawncare,730,238,5/15/2022,5/24/2022,5/24/2022,c_1dadb9,residential,A1A,2,5
j_121c88,basic_lawncare,370,98,6/8/2022,6/20/2022,6/21/2022,c_1dadb9,residential,A1A,9,5
j_30b75,basic_lawncare,380,101,7/12/2022,8/11/2022,8/11/2022,c_1dadb9,residential,A1A,10,5
j_1c2a3d,install_new_lawn,1910,1099,7/30/2022,9/1/2022,9/1/2022,c_1dadb9,residential,A1A,9,2
j_40940c,garden_beds,680,223,7/31/2022,9/2/2022,9/3/2022,c_1dadb9,residential,A1A,10,3
j_2b6509,basic_lawncare,390,101,8/4/2022,9/6/2022,9/7/2022,c_1dadb9,residential,A1A,5,4
j_88d5d,install_new_lawn,1930,1127,8/7/2022,9/9/2022,9/9/2022,c_1dadb9,residential,A1A,7,4
j_90ac80,spring_cleanup,550,142,3/23/2022,4/10/2022,4/11/2022,c_5c34d9,commercial,A1N,6,5
j_90ed0b,spring_cleanup,700,168,3/25/2022,4/10/2022,4/11/2022,c_4830ba,commercial,A1L,7,5
j_1cad86,basic_lawncare,540,136,4/20/2022,4/27/2022,4/28/2022,c_4830ba,commercial,A1L,2,4
j_554401,spring_cleanup,700,173,5/2/2022,5/6/2022,5/7/2022,c_4830ba,commercial,A1L,8,2
